date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:46:05	212016/212016	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-33c30%22	https://scikit-learn.org/stable/whats_new/v1.2.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/whats_new/v1.2.html	(from https://scikit-learn.org/stable/user_guide.html)
12:46:05	201364/201364	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-31294%22	https://scikit-learn.org/stable/glossary.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/glossary.html	(from https://scikit-learn.org/stable/user_guide.html)
12:46:06	63155/63155	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-f6b3%22	https://scikit-learn.org/stable/faq.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/faq.html	(from https://scikit-learn.org/stable/user_guide.html)
12:46:06	18210/18210	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-4722%22	https://scikit-learn.org/stable/support.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/support.html	(from https://scikit-learn.org/stable/user_guide.html)
12:46:06	37605/37605	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-92e5%22	https://scikit-learn.org/stable/related_projects.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/related_projects.html	(from https://scikit-learn.org/stable/user_guide.html)
12:46:06	33776/33776	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-83f0%22	https://scikit-learn.org/stable/roadmap.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/roadmap.html	(from https://scikit-learn.org/stable/user_guide.html)
12:46:07	26304/26304	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-66c0%22	https://scikit-learn.org/stable/governance.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/governance.html	(from https://scikit-learn.org/stable/user_guide.html)
12:46:07	47793/47793	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f70-bab1%22	https://scikit-learn.org/stable/about.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/about.html	(from https://scikit-learn.org/stable/user_guide.html)
12:46:07	37243/37243	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-917b%22	https://scikit-learn.org/stable/supervised_learning.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/supervised_learning.html	(from https://scikit-learn.org/stable/user_guide.html)
12:46:08	26154/26154	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-662a%22	https://scikit-learn.org/stable/unsupervised_learning.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/unsupervised_learning.html	(from https://scikit-learn.org/stable/user_guide.html)
12:46:08	21072/21072	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-5250%22	https://scikit-learn.org/stable/model_selection.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/model_selection.html	(from https://scikit-learn.org/stable/user_guide.html)
12:46:08	19862/19862	---M-Z	200	added ('OK')	text/html	etag:W/%22645b7f71-4d96%22	https://scikit-learn.org/stable/inspection.html	C:/Users/Stoff/Desktop/Documentation/SKLEARN-user_guide/scikit-learn.org/stable/inspection.html	(from https://scikit-learn.org/stable/user_guide.html)
